drug,gene,no_mut,mut,amp,del,stats
Sorafenib,SMARCB1,0,0,0,0,1
Sorafenib,SMO,0,0,0,0,1
Sorafenib,SOCS1,1,0,0,1,1
Sorafenib,STK11,6,4,0,2,1
Sorafenib,TET2,3,3,0,0,0
Sorafenib,TP53,229,225,0,4,1
Sorafenib,TSC1,1,1,0,0,0
Sorafenib,VHL,4,4,0,0,0
Sorafenib,BCR_ABL,4,4,0,0,0
Sorafenib,EWS_FLI1,11,11,0,0,0
Sorafenib,MLL_AFF1,2,2,0,0,0
Sorafenib,MISHL,42,42,0,0,1
VX-680,AKT2,2,0,2,0,0
VX-680,ALK,4,3,1,0,1
VX-680,APC,12,11,1,0,0
VX-680,BRAF,25,25,0,0,0
VX-680,BRCA1,2,0,2,0,1
VX-680,BRCA2,3,3,0,0,0
VX-680,CCND1,12,0,12,0,1
VX-680,CCND2,2,0,2,0,1
VX-680,CCND3,0,0,0,0,1
VX-680,CDH1,6,5,0,1,1
VX-680,CDK4,3,0,3,0,0
VX-680,CDK6,3,0,3,0,1
VX-680,CDKN2A,120,17,0,103,1
VX-680,CDKN2C,6,0,0,6,1
VX-680,CDKN2a(p14),107,107,0,0,0
VX-680,CTNNB1,7,4,1,2,0
VX-680,CYLD,1,1,0,0,0
VX-680,EGFR,11,5,6,0,1
VX-680,EP300,2,0,0,2,0
VX-680,ERBB2,4,0,4,0,1
VX-680,EZH2,4,4,0,0,1
VX-680,FAM123B,0,0,0,0,1
VX-680,FBXW7,11,10,0,1,1
VX-680,FGFR2,3,0,3,0,1
VX-680,FGFR3,2,1,1,0,0
VX-680,FLCN,2,1,1,0,1
VX-680,FLT3,4,3,1,0,0
VX-680,GNAS,3,1,2,0,0
VX-680,HRAS,3,3,0,0,1
VX-680,IDH1,0,0,0,0,1
VX-680,JAK2,3,0,2,1,1
VX-680,KDM5C,4,4,0,0,0
VX-680,KDM6A,20,10,0,10,1
VX-680,KDR,1,0,1,0,1
VX-680,KIT,2,0,2,0,0
VX-680,KRAS,26,21,5,0,1
VX-680,MAP2K4,4,0,0,4,1
VX-680,MDM2,5,0,5,0,1
VX-680,MET,3,0,3,0,0
VX-680,MLH1,8,7,1,0,1
VX-680,MLLT3,12,0,1,11,1
VX-680,MSH2,5,2,0,3,1
VX-680,MSH6,4,3,0,1,1
VX-680,MYC,26,0,26,0,0
VX-680,MYCL1,10,0,10,0,1
VX-680,MYCN,25,0,25,0,0
VX-680,NF1,12,7,0,5,1
VX-680,NF2,12,10,0,2,0
VX-680,NOTCH1,11,11,0,0,0
VX-680,NRAS,25,25,0,0,0
VX-680,PDGFRA,1,0,1,0,1
VX-680,PIK3CA,18,16,2,0,1
VX-680,PIK3R1,5,4,0,1,1
VX-680,PTEN,54,34,0,20,1
VX-680,RB1,60,50,0,10,0
VX-680,RUNX1,1,1,0,0,1
VX-680,SETD2,2,2,0,0,1
VX-680,SMAD4,8,6,0,2,0
VX-680,SMARCA4,4,4,0,0,0
VX-680,SMARCB1,0,0,0,0,1
VX-680,SMO,0,0,0,0,1
VX-680,SOCS1,1,0,0,1,0
VX-680,STK11,6,4,0,2,1
VX-680,TET2,3,3,0,0,1
VX-680,TP53,227,224,0,3,1
VX-680,TSC1,1,1,0,0,0
VX-680,VHL,5,5,0,0,1
VX-680,BCR_ABL,4,4,0,0,0
VX-680,EWS_FLI1,11,11,0,0,0
VX-680,MLL_AFF1,2,2,0,0,0
VX-680,MISHL,43,43,0,0,0
Imatinib,AKT2,3,0,3,0,1
Imatinib,ALK,4,3,1,0,1
Imatinib,APC,12,11,1,0,0
Imatinib,BRAF,25,25,0,0,1
Imatinib,BRCA1,2,0,2,0,1
Imatinib,BRCA2,3,3,0,0,0
Imatinib,CCND1,12,0,12,0,0
Imatinib,CCND2,2,0,2,0,1
Imatinib,CCND3,0,0,0,0,1
Imatinib,CDH1,6,5,0,1,0
Imatinib,CDK4,3,0,3,0,0
Imatinib,CDK6,3,0,3,0,0
Imatinib,CDKN2A,121,17,0,104,0
Imatinib,CDKN2C,6,0,0,6,1
Imatinib,CDKN2a(p14),108,108,0,0,0
Imatinib,CTNNB1,7,4,1,2,0
Imatinib,CYLD,1,1,0,0,1
Imatinib,EGFR,11,5,6,0,1
Imatinib,EP300,2,0,0,2,0
Imatinib,ERBB2,5,0,5,0,0
Imatinib,EZH2,4,4,0,0,1
Imatinib,FAM123B,0,0,0,0,1
Imatinib,FBXW7,12,11,0,1,0
Imatinib,FGFR2,3,0,3,0,0
Imatinib,FGFR3,2,1,1,0,1
Imatinib,FLCN,2,1,1,0,0
Imatinib,FLT3,4,3,1,0,0
Imatinib,GNAS,4,1,3,0,0
Imatinib,HRAS,3,3,0,0,0
Imatinib,IDH1,0,0,0,0,1
Imatinib,JAK2,3,0,2,1,1
Imatinib,KDM5C,4,4,0,0,1
Imatinib,KDM6A,20,10,0,10,1
Imatinib,KDR,1,0,1,0,0
Imatinib,KIT,2,0,2,0,0
Imatinib,KRAS,26,21,5,0,1
Imatinib,MAP2K4,4,0,0,4,0
Imatinib,MDM2,5,0,5,0,1
Imatinib,MET,3,0,3,0,1
Imatinib,MLH1,8,7,1,0,1
Imatinib,MLLT3,12,0,1,11,0
Imatinib,MSH2,6,3,0,3,0
Imatinib,MSH6,4,3,0,1,0
Imatinib,MYC,26,0,26,0,1
Imatinib,MYCL1,10,0,10,0,1
Imatinib,MYCN,25,0,25,0,0
Imatinib,NF1,12,7,0,5,1
Imatinib,NF2,12,10,0,2,0
Imatinib,NOTCH1,12,12,0,0,1
Imatinib,NRAS,27,27,0,0,1
Imatinib,PDGFRA,1,0,1,0,1
Imatinib,PIK3CA,18,16,2,0,1
Imatinib,PIK3R1,5,4,0,1,0
Imatinib,PTEN,54,34,0,20,0
Imatinib,RB1,60,50,0,10,0
Imatinib,RUNX1,1,1,0,0,0
Imatinib,SETD2,2,2,0,0,0
Imatinib,SMAD4,8,6,0,2,1
Imatinib,SMARCA4,4,4,0,0,1
Imatinib,SMARCB1,0,0,0,0,1
Imatinib,SMO,0,0,0,0,1
Imatinib,SOCS1,1,0,0,1,1
Imatinib,STK11,6,4,0,2,1
Imatinib,TET2,3,3,0,0,0
Imatinib,TP53,229,225,0,4,0
Imatinib,TSC1,1,1,0,0,0
Imatinib,VHL,5,5,0,0,0
Imatinib,BCR_ABL,4,4,0,0,0
Imatinib,EWS_FLI1,11,11,0,0,1
Imatinib,MLL_AFF1,2,2,0,0,0
Imatinib,MISHL,44,44,0,0,1
NVP-TAE684,AKT2,3,0,3,0,1
NVP-TAE684,ALK,4,3,1,0,0
NVP-TAE684,APC,12,11,1,0,0
NVP-TAE684,BRAF,25,25,0,0,0
NVP-TAE684,BRCA1,2,0,2,0,1
NVP-TAE684,BRCA2,3,3,0,0,0
NVP-TAE684,CCND1,12,0,12,0,1
NVP-TAE684,CCND2,2,0,2,0,1
NVP-TAE684,CCND3,0,0,0,0,1
NVP-TAE684,CDH1,6,5,0,1,1
NVP-TAE684,CDK4,3,0,3,0,0
NVP-TAE684,CDK6,3,0,3,0,0
NVP-TAE684,CDKN2A,120,17,0,103,0
NVP-TAE684,CDKN2C,6,0,0,6,1
NVP-TAE684,CDKN2a(p14),107,107,0,0,1
NVP-TAE684,CTNNB1,7,4,1,2,0
NVP-TAE684,CYLD,1,1,0,0,0
NVP-TAE684,EGFR,11,5,6,0,1
NVP-TAE684,EP300,2,0,0,2,0
NVP-TAE684,ERBB2,5,0,5,0,1
NVP-TAE684,EZH2,4,4,0,0,1
NVP-TAE684,FAM123B,0,0,0,0,1
NVP-TAE684,FBXW7,11,10,0,1,1
NVP-TAE684,FGFR2,3,0,3,0,1
NVP-TAE684,FGFR3,2,1,1,0,0
NVP-TAE684,FLCN,2,1,1,0,0
NVP-TAE684,FLT3,4,3,1,0,0
NVP-TAE684,GNAS,4,1,3,0,0
NVP-TAE684,HRAS,3,3,0,0,1
NVP-TAE684,IDH1,0,0,0,0,1
NVP-TAE684,JAK2,3,0,2,1,1
NVP-TAE684,KDM5C,4,4,0,0,1
NVP-TAE684,KDM6A,20,10,0,10,0
NVP-TAE684,KDR,1,0,1,0,1
NVP-TAE684,KIT,2,0,2,0,1
NVP-TAE684,KRAS,26,21,5,0,0
NVP-TAE684,MAP2K4,4,0,0,4,0
NVP-TAE684,MDM2,5,0,5,0,1
NVP-TAE684,MET,3,0,3,0,1
NVP-TAE684,MLH1,8,7,1,0,1
NVP-TAE684,MLLT3,12,0,1,11,1
NVP-TAE684,MSH2,5,2,0,3,0
NVP-TAE684,MSH6,4,3,0,1,1
NVP-TAE684,MYC,26,0,26,0,0
NVP-TAE684,MYCL1,10,0,10,0,1
NVP-TAE684,MYCN,25,0,25,0,1
NVP-TAE684,NF1,12,7,0,5,1
NVP-TAE684,NF2,12,10,0,2,0
NVP-TAE684,NOTCH1,11,11,0,0,0
NVP-TAE684,NRAS,26,26,0,0,1
NVP-TAE684,PDGFRA,1,0,1,0,1
NVP-TAE684,PIK3CA,18,16,2,0,1
NVP-TAE684,PIK3R1,5,4,0,1,1
NVP-TAE684,PTEN,54,34,0,20,1
NVP-TAE684,RB1,59,49,0,10,0
NVP-TAE684,RUNX1,1,1,0,0,1
NVP-TAE684,SETD2,2,2,0,0,1
NVP-TAE684,SMAD4,8,6,0,2,0
NVP-TAE684,SMARCA4,4,4,0,0,0
NVP-TAE684,SMARCB1,0,0,0,0,1
NVP-TAE684,SMO,0,0,0,0,1
NVP-TAE684,SOCS1,1,0,0,1,1
NVP-TAE684,STK11,6,4,0,2,0
NVP-TAE684,TET2,3,3,0,0,0
NVP-TAE684,TP53,229,225,0,4,0
NVP-TAE684,TSC1,1,1,0,0,1
NVP-TAE684,VHL,5,5,0,0,1
NVP-TAE684,BCR_ABL,4,4,0,0,1
NVP-TAE684,EWS_FLI1,11,11,0,0,1
NVP-TAE684,MLL_AFF1,2,2,0,0,0
NVP-TAE684,MISHL,43,43,0,0,1
PF-02341066,AKT2,3,0,3,0,0
PF-02341066,ALK,4,3,1,0,0
PF-02341066,APC,12,11,1,0,1
PF-02341066,BRAF,25,25,0,0,1
PF-02341066,BRCA1,2,0,2,0,1
PF-02341066,BRCA2,3,3,0,0,0
PF-02341066,CCND1,12,0,12,0,1
PF-02341066,CCND2,2,0,2,0,1
PF-02341066,CCND3,0,0,0,0,1
PF-02341066,CDH1,6,5,0,1,0
PF-02341066,CDK4,3,0,3,0,0
PF-02341066,CDK6,3,0,3,0,0
PF-02341066,CDKN2A,120,17,0,103,0
PF-02341066,CDKN2C,6,0,0,6,0
PF-02341066,CDKN2a(p14),107,107,0,0,1
PF-02341066,CTNNB1,7,4,1,2,0
PF-02341066,CYLD,1,1,0,0,1
PF-02341066,EGFR,11,5,6,0,1
PF-02341066,EP300,2,0,0,2,0
PF-02341066,ERBB2,5,0,5,0,1
PF-02341066,EZH2,4,4,0,0,1
PF-02341066,FAM123B,0,0,0,0,1
PF-02341066,FBXW7,11,10,0,1,0
PF-02341066,FGFR2,3,0,3,0,1
PF-02341066,FGFR3,2,1,1,0,1
PF-02341066,FLCN,2,1,1,0,0
PF-02341066,FLT3,4,3,1,0,0
PF-02341066,GNAS,4,1,3,0,0
PF-02341066,HRAS,3,3,0,0,1
PF-02341066,IDH1,0,0,0,0,1
PF-02341066,JAK2,3,0,2,1,1
PF-02341066,KDM5C,4,4,0,0,1
PF-02341066,KDM6A,20,10,0,10,1
PF-02341066,KDR,1,0,1,0,0
PF-02341066,KIT,2,0,2,0,0
PF-02341066,KRAS,26,21,5,0,1
PF-02341066,MAP2K4,4,0,0,4,1
PF-02341066,MDM2,5,0,5,0,1
PF-02341066,MET,3,0,3,0,0
PF-02341066,MLH1,8,7,1,0,1
PF-02341066,MLLT3,12,0,1,11,1
PF-02341066,MSH2,5,2,0,3,0
PF-02341066,MSH6,4,3,0,1,1
PF-02341066,MYC,26,0,26,0,1
PF-02341066,MYCL1,10,0,10,0,0
PF-02341066,MYCN,25,0,25,0,1
PF-02341066,NF1,12,7,0,5,1
PF-02341066,NF2,12,10,0,2,0
PF-02341066,NOTCH1,11,11,0,0,0
PF-02341066,NRAS,26,26,0,0,1
PF-02341066,PDGFRA,1,0,1,0,1
PF-02341066,PIK3CA,18,16,2,0,1
PF-02341066,PIK3R1,5,4,0,1,0
PF-02341066,PTEN,54,34,0,20,1
PF-02341066,RB1,59,49,0,10,0
PF-02341066,RUNX1,1,1,0,0,1
PF-02341066,SETD2,2,2,0,0,0
PF-02341066,SMAD4,8,6,0,2,0
PF-02341066,SMARCA4,4,4,0,0,0
PF-02341066,SMARCB1,0,0,0,0,1
PF-02341066,SMO,0,0,0,0,1
PF-02341066,SOCS1,1,0,0,1,0
PF-02341066,STK11,6,4,0,2,1
PF-02341066,TET2,3,3,0,0,1
PF-02341066,TP53,229,225,0,4,0
PF-02341066,TSC1,1,1,0,0,1
PF-02341066,VHL,5,5,0,0,0
PF-02341066,BCR_ABL,4,4,0,0,0
PF-02341066,EWS_FLI1,11,11,0,0,1
PF-02341066,MLL_AFF1,2,2,0,0,0
PF-02341066,MISHL,43,43,0,0,1
AZD-0530,AKT2,3,0,3,0,1
AZD-0530,ALK,4,3,1,0,1
AZD-0530,APC,12,11,1,0,0
AZD-0530,BRAF,25,25,0,0,1
AZD-0530,BRCA1,2,0,2,0,0
AZD-0530,BRCA2,3,3,0,0,0
AZD-0530,CCND1,12,0,12,0,1
AZD-0530,CCND2,2,0,2,0,1
AZD-0530,CCND3,0,0,0,0,1
AZD-0530,CDH1,6,5,0,1,0
AZD-0530,CDK4,3,0,3,0,0
AZD-0530,CDK6,3,0,3,0,1
AZD-0530,CDKN2A,121,17,0,104,0
AZD-0530,CDKN2C,6,0,0,6,1
AZD-0530,CDKN2a(p14),108,108,0,0,1
AZD-0530,CTNNB1,7,4,1,2,0
AZD-0530,CYLD,1,1,0,0,1
AZD-0530,EGFR,11,5,6,0,1
AZD-0530,EP300,2,0,0,2,0
AZD-0530,ERBB2,5,0,5,0,1
AZD-0530,EZH2,4,4,0,0,1
AZD-0530,FAM123B,0,0,0,0,1
AZD-0530,FBXW7,12,11,0,1,0
AZD-0530,FGFR2,3,0,3,0,1
AZD-0530,FGFR3,2,1,1,0,0
AZD-0530,FLCN,2,1,1,0,1
AZD-0530,FLT3,4,3,1,0,0
AZD-0530,GNAS,4,1,3,0,0
AZD-0530,HRAS,3,3,0,0,1
AZD-0530,IDH1,0,0,0,0,1
AZD-0530,JAK2,3,0,2,1,1
AZD-0530,KDM5C,4,4,0,0,1
AZD-0530,KDM6A,20,10,0,10,1
AZD-0530,KDR,1,0,1,0,1
AZD-0530,KIT,2,0,2,0,0
AZD-0530,KRAS,26,21,5,0,1
AZD-0530,MAP2K4,4,0,0,4,0
AZD-0530,MDM2,5,0,5,0,1
AZD-0530,MET,3,0,3,0,0
AZD-0530,MLH1,8,7,1,0,1
AZD-0530,MLLT3,12,0,1,11,0
AZD-0530,MSH2,6,3,0,3,1
AZD-0530,MSH6,4,3,0,1,0
AZD-0530,MYC,26,0,26,0,1
AZD-0530,MYCL1,10,0,10,0,1
AZD-0530,MYCN,25,0,25,0,1
AZD-0530,NF1,12,7,0,5,1
AZD-0530,NF2,12,10,0,2,1
AZD-0530,NOTCH1,12,12,0,0,1
AZD-0530,NRAS,27,27,0,0,1
AZD-0530,PDGFRA,1,0,1,0,1
AZD-0530,PIK3CA,18,16,2,0,1
AZD-0530,PIK3R1,5,4,0,1,1
AZD-0530,PTEN,54,34,0,20,1
AZD-0530,RB1,60,50,0,10,1
AZD-0530,RUNX1,1,1,0,0,1
AZD-0530,SETD2,2,2,0,0,1
AZD-0530,SMAD4,8,6,0,2,0
AZD-0530,SMARCA4,4,4,0,0,1
AZD-0530,SMARCB1,0,0,0,0,1
AZD-0530,SMO,0,0,0,0,1
AZD-0530,SOCS1,1,0,0,1,1
AZD-0530,STK11,6,4,0,2,0
AZD-0530,TET2,3,3,0,0,0
AZD-0530,TP53,229,225,0,4,0
AZD-0530,TSC1,1,1,0,0,1
AZD-0530,VHL,5,5,0,0,1
AZD-0530,BCR_ABL,4,4,0,0,0
AZD-0530,EWS_FLI1,11,11,0,0,1
AZD-0530,MLL_AFF1,2,2,0,0,1
AZD-0530,MISHL,44,44,0,0,1
S-Trityl-L-cysteine,AKT2,2,0,2,0,1
S-Trityl-L-cysteine,ALK,4,3,1,0,1
S-Trityl-L-cysteine,APC,12,11,1,0,1
S-Trityl-L-cysteine,BRAF,25,25,0,0,0
S-Trityl-L-cysteine,BRCA1,2,0,2,0,0
S-Trityl-L-cysteine,BRCA2,3,3,0,0,0
S-Trityl-L-cysteine,CCND1,12,0,12,0,1
S-Trityl-L-cysteine,CCND2,2,0,2,0,1
S-Trityl-L-cysteine,CCND3,0,0,0,0,1
S-Trityl-L-cysteine,CDH1,6,5,0,1,0
S-Trityl-L-cysteine,CDK4,3,0,3,0,1
S-Trityl-L-cysteine,CDK6,3,0,3,0,1
S-Trityl-L-cysteine,CDKN2A,120,17,0,103,1
S-Trityl-L-cysteine,CDKN2C,6,0,0,6,0
S-Trityl-L-cysteine,CDKN2a(p14),107,107,0,0,0
S-Trityl-L-cysteine,CTNNB1,7,4,1,2,0
S-Trityl-L-cysteine,CYLD,1,1,0,0,0
S-Trityl-L-cysteine,EGFR,11,5,6,0,1
S-Trityl-L-cysteine,EP300,2,0,0,2,0
S-Trityl-L-cysteine,ERBB2,4,0,4,0,1
S-Trityl-L-cysteine,EZH2,4,4,0,0,1
S-Trityl-L-cysteine,FAM123B,0,0,0,0,1
S-Trityl-L-cysteine,FBXW7,11,10,0,1,0
S-Trityl-L-cysteine,FGFR2,3,0,3,0,1
S-Trityl-L-cysteine,FGFR3,2,1,1,0,1
S-Trityl-L-cysteine,FLCN,2,1,1,0,0
S-Trityl-L-cysteine,FLT3,4,3,1,0,0
S-Trityl-L-cysteine,GNAS,3,1,2,0,1
S-Trityl-L-cysteine,HRAS,3,3,0,0,1
S-Trityl-L-cysteine,IDH1,0,0,0,0,1
S-Trityl-L-cysteine,JAK2,3,0,2,1,0
S-Trityl-L-cysteine,KDM5C,4,4,0,0,0
S-Trityl-L-cysteine,KDM6A,20,10,0,10,0
S-Trityl-L-cysteine,KDR,1,0,1,0,1
S-Trityl-L-cysteine,KIT,2,0,2,0,0
S-Trityl-L-cysteine,KRAS,26,21,5,0,0
S-Trityl-L-cysteine,MAP2K4,4,0,0,4,0
S-Trityl-L-cysteine,MDM2,5,0,5,0,0
S-Trityl-L-cysteine,MET,3,0,3,0,0
S-Trityl-L-cysteine,MLH1,8,7,1,0,1
S-Trityl-L-cysteine,MLLT3,12,0,1,11,1
S-Trityl-L-cysteine,MSH2,5,2,0,3,1
S-Trityl-L-cysteine,MSH6,4,3,0,1,0
S-Trityl-L-cysteine,MYC,26,0,26,0,0
S-Trityl-L-cysteine,MYCL1,10,0,10,0,0
S-Trityl-L-cysteine,MYCN,25,0,25,0,0
S-Trityl-L-cysteine,NF1,12,7,0,5,1
S-Trityl-L-cysteine,NF2,12,10,0,2,1
S-Trityl-L-cysteine,NOTCH1,11,11,0,0,1
S-Trityl-L-cysteine,NRAS,25,25,0,0,1
S-Trityl-L-cysteine,PDGFRA,1,0,1,0,1
S-Trityl-L-cysteine,PIK3CA,18,16,2,0,0
S-Trityl-L-cysteine,PIK3R1,5,4,0,1,1
S-Trityl-L-cysteine,PTEN,54,34,0,20,0
S-Trityl-L-cysteine,RB1,60,50,0,10,0
S-Trityl-L-cysteine,RUNX1,1,1,0,0,0
S-Trityl-L-cysteine,SETD2,2,2,0,0,1
S-Trityl-L-cysteine,SMAD4,8,6,0,2,0
S-Trityl-L-cysteine,SMARCA4,4,4,0,0,0
S-Trityl-L-cysteine,SMARCB1,0,0,0,0,1
S-Trityl-L-cysteine,SMO,0,0,0,0,1
S-Trityl-L-cysteine,SOCS1,1,0,0,1,0
S-Trityl-L-cysteine,STK11,6,4,0,2,1
S-Trityl-L-cysteine,TET2,3,3,0,0,0
S-Trityl-L-cysteine,TP53,227,224,0,3,0
S-Trityl-L-cysteine,TSC1,1,1,0,0,1
S-Trityl-L-cysteine,VHL,5,5,0,0,1
S-Trityl-L-cysteine,BCR_ABL,4,4,0,0,0
S-Trityl-L-cysteine,EWS_FLI1,11,11,0,0,1
S-Trityl-L-cysteine,MLL_AFF1,2,2,0,0,0
S-Trityl-L-cysteine,MISHL,43,43,0,0,0
Z-LLNle-CHO,AKT2,2,0,2,0,0
Z-LLNle-CHO,ALK,4,3,1,0,1
Z-LLNle-CHO,APC,12,11,1,0,0
Z-LLNle-CHO,BRAF,25,25,0,0,0
Z-LLNle-CHO,BRCA1,2,0,2,0,1
Z-LLNle-CHO,BRCA2,3,3,0,0,1
Z-LLNle-CHO,CCND1,12,0,12,0,1
Z-LLNle-CHO,CCND2,2,0,2,0,1
Z-LLNle-CHO,CCND3,0,0,0,0,1
Z-LLNle-CHO,CDH1,6,5,0,1,0
Z-LLNle-CHO,CDK4,3,0,3,0,0
Z-LLNle-CHO,CDK6,3,0,3,0,1
Z-LLNle-CHO,CDKN2A,120,17,0,103,0
Z-LLNle-CHO,CDKN2C,6,0,0,6,0
Z-LLNle-CHO,CDKN2a(p14),107,107,0,0,0
Z-LLNle-CHO,CTNNB1,7,4,1,2,0
Z-LLNle-CHO,CYLD,1,1,0,0,0
Z-LLNle-CHO,EGFR,11,5,6,0,0
Z-LLNle-CHO,EP300,2,0,0,2,0
Z-LLNle-CHO,ERBB2,4,0,4,0,1
Z-LLNle-CHO,EZH2,4,4,0,0,0
Z-LLNle-CHO,FAM123B,0,0,0,0,1
Z-LLNle-CHO,FBXW7,11,10,0,1,1
Z-LLNle-CHO,FGFR2,3,0,3,0,1
Z-LLNle-CHO,FGFR3,2,1,1,0,0
Z-LLNle-CHO,FLCN,2,1,1,0,0
Z-LLNle-CHO,FLT3,4,3,1,0,0
Z-LLNle-CHO,GNAS,3,1,2,0,1
Z-LLNle-CHO,HRAS,3,3,0,0,1
Z-LLNle-CHO,IDH1,0,0,0,0,1
Z-LLNle-CHO,JAK2,3,0,2,1,1
Z-LLNle-CHO,KDM5C,4,4,0,0,1
Z-LLNle-CHO,KDM6A,20,10,0,10,1
Z-LLNle-CHO,KDR,1,0,1,0,1
Z-LLNle-CHO,KIT,2,0,2,0,0
Z-LLNle-CHO,KRAS,26,21,5,0,0
Z-LLNle-CHO,MAP2K4,4,0,0,4,1
Z-LLNle-CHO,MDM2,5,0,5,0,1
Z-LLNle-CHO,MET,3,0,3,0,0
Z-LLNle-CHO,MLH1,8,7,1,0,1
Z-LLNle-CHO,MLLT3,12,0,1,11,0
Z-LLNle-CHO,MSH2,5,2,0,3,1
Z-LLNle-CHO,MSH6,4,3,0,1,1
Z-LLNle-CHO,MYC,26,0,26,0,1
Z-LLNle-CHO,MYCL1,10,0,10,0,0
Z-LLNle-CHO,MYCN,25,0,25,0,1
Z-LLNle-CHO,NF1,12,7,0,5,1
Z-LLNle-CHO,NF2,12,10,0,2,0
Z-LLNle-CHO,NOTCH1,11,11,0,0,0
Z-LLNle-CHO,NRAS,25,25,0,0,1
Z-LLNle-CHO,PDGFRA,1,0,1,0,1
Z-LLNle-CHO,PIK3CA,18,16,2,0,0
Z-LLNle-CHO,PIK3R1,5,4,0,1,1
Z-LLNle-CHO,PTEN,54,34,0,20,0
Z-LLNle-CHO,RB1,60,50,0,10,0
Z-LLNle-CHO,RUNX1,1,1,0,0,1
Z-LLNle-CHO,SETD2,2,2,0,0,0
Z-LLNle-CHO,SMAD4,8,6,0,2,1
Z-LLNle-CHO,SMARCA4,4,4,0,0,1
Z-LLNle-CHO,SMARCB1,0,0,0,0,1
Z-LLNle-CHO,SMO,0,0,0,0,1
Z-LLNle-CHO,SOCS1,1,0,0,1,1
Z-LLNle-CHO,STK11,6,4,0,2,0
Z-LLNle-CHO,TET2,3,3,0,0,1
Z-LLNle-CHO,TP53,227,224,0,3,0
Z-LLNle-CHO,TSC1,1,1,0,0,0
Z-LLNle-CHO,VHL,5,5,0,0,1
Z-LLNle-CHO,BCR_ABL,4,4,0,0,0
Z-LLNle-CHO,EWS_FLI1,11,11,0,0,0
Z-LLNle-CHO,MLL_AFF1,2,2,0,0,0
Z-LLNle-CHO,MISHL,43,43,0,0,0
Dasatinib,AKT2,2,0,2,0,0
Dasatinib,ALK,4,3,1,0,1
Dasatinib,APC,12,11,1,0,0
Dasatinib,BRAF,25,25,0,0,1
Dasatinib,BRCA1,2,0,2,0,0
Dasatinib,BRCA2,3,3,0,0,0
Dasatinib,CCND1,12,0,12,0,1
Dasatinib,CCND2,2,0,2,0,1
Dasatinib,CCND3,0,0,0,0,1
Dasatinib,CDH1,6,5,0,1,1
Dasatinib,CDK4,3,0,3,0,0
Dasatinib,CDK6,3,0,3,0,1
Dasatinib,CDKN2A,120,17,0,103,0
Dasatinib,CDKN2C,6,0,0,6,1
Dasatinib,CDKN2a(p14),107,107,0,0,0
Dasatinib,CTNNB1,7,4,1,2,1
Dasatinib,CYLD,1,1,0,0,1
Dasatinib,EGFR,11,5,6,0,0
Dasatinib,EP300,2,0,0,2,0
Dasatinib,ERBB2,4,0,4,0,0
Dasatinib,EZH2,4,4,0,0,1
Dasatinib,FAM123B,0,0,0,0,1
Dasatinib,FBXW7,11,10,0,1,1
Dasatinib,FGFR2,3,0,3,0,1
Dasatinib,FGFR3,2,1,1,0,0
Dasatinib,FLCN,2,1,1,0,1
Dasatinib,FLT3,4,3,1,0,0
Dasatinib,GNAS,3,1,2,0,0
Dasatinib,HRAS,3,3,0,0,1
Dasatinib,IDH1,0,0,0,0,1
Dasatinib,JAK2,3,0,2,1,1
Dasatinib,KDM5C,4,4,0,0,1
Dasatinib,KDM6A,20,10,0,10,1
Dasatinib,KDR,1,0,1,0,1
Dasatinib,KIT,2,0,2,0,0
Dasatinib,KRAS,26,21,5,0,1
Dasatinib,MAP2K4,4,0,0,4,0
Dasatinib,MDM2,5,0,5,0,1
Dasatinib,MET,3,0,3,0,0
Dasatinib,MLH1,8,7,1,0,1
Dasatinib,MLLT3,12,0,1,11,1
Dasatinib,MSH2,5,2,0,3,0
Dasatinib,MSH6,4,3,0,1,0
Dasatinib,MYC,26,0,26,0,1
Dasatinib,MYCL1,10,0,10,0,1
Dasatinib,MYCN,25,0,25,0,1
Dasatinib,NF1,12,7,0,5,1
Dasatinib,NF2,12,10,0,2,0
Dasatinib,NOTCH1,11,11,0,0,1
Dasatinib,NRAS,25,25,0,0,1
Dasatinib,PDGFRA,1,0,1,0,1
Dasatinib,PIK3CA,18,16,2,0,1
Dasatinib,PIK3R1,5,4,0,1,1
Dasatinib,PTEN,54,34,0,20,1
Dasatinib,RB1,60,50,0,10,1
Dasatinib,RUNX1,1,1,0,0,1
Dasatinib,SETD2,2,2,0,0,1
Dasatinib,SMAD4,8,6,0,2,0
Dasatinib,SMARCA4,4,4,0,0,1
Dasatinib,SMARCB1,0,0,0,0,1
Dasatinib,SMO,0,0,0,0,1
Dasatinib,SOCS1,1,0,0,1,1
Dasatinib,STK11,6,4,0,2,0
Dasatinib,TET2,3,3,0,0,1
Dasatinib,TP53,227,224,0,3,0
Dasatinib,TSC1,1,1,0,0,1
Dasatinib,VHL,5,5,0,0,0
Dasatinib,BCR_ABL,4,4,0,0,0
Dasatinib,EWS_FLI1,11,11,0,0,1
Dasatinib,MLL_AFF1,2,2,0,0,1
Dasatinib,MISHL,43,43,0,0,1
GNF-2,AKT2,2,0,2,0,0
GNF-2,ALK,4,3,1,0,1
GNF-2,APC,12,11,1,0,0
GNF-2,BRAF,25,25,0,0,0
GNF-2,BRCA1,2,0,2,0,0
GNF-2,BRCA2,3,3,0,0,0
GNF-2,CCND1,12,0,12,0,1
